rt,url,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,test_part,utt,boxes_type,left_box,right_box,responses,subid,selected_box,accuracy
145410.0000000001,NA,html-button-response,5,403314,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,hopk_lriu_oahl,,0
3233.999999999942,NA,html-button-response,6,407050,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_1.png'></img><img width = '250px' src='img/num_objects/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,hopk_lriu_oahl,NA,NA
7879.999999999825,NA,html-button-response,7,415433,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_objects,box_1,box_2,NA,hopk_lriu_oahl,box_1,0
2139.0000000001164,NA,html-button-response,8,418074,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,simple_utt,num_objects,box_1,box_2,NA,hopk_lriu_oahl,box_2,0
10407.000000000175,NA,survey-text,9,428987,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,it contains  the lot of materials,hopk_lriu_oahl,,0
1324.0000000000582,NA,html-button-response,10,430313,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,hopk_lriu_oahl,NA,NA
14102.975000001607,recaptcha.html,external-html,0,14137,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,host_ytja_ltvp,NA,NA
48604.08499999903,consent/consent.html,external-html,1,62825,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,host_ytja_ltvp,NA,NA
1517.0400000060908,NA,html-button-response,2,64346,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,host_ytja_ltvp,,0
5428.610000002664,NA,html-button-response,3,71778,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,host_ytja_ltvp,,0
6830.60999999725,NA,html-button-response,4,79113,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,host_ytja_ltvp,,0
4776.594999995723,NA,html-button-response,5,84393,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,host_ytja_ltvp,,0
2817.2300000005635,NA,html-button-response,6,87713,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_1.png'></img><img width = '250px' src='img/num_objects/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,host_ytja_ltvp,NA,NA
2529.3949999977485,NA,html-button-response,7,90753,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_objects,box_1,box_2,NA,host_ytja_ltvp,box_2,1
1097.3200000007637,NA,html-button-response,8,92353,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_objects,box_1,box_2,NA,host_ytja_ltvp,box_1,1
13878.494999997201,NA,survey-text,9,106738,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,It corresponding with how many words and dots...?,host_ytja_ltvp,,0
1421.6250000026776,NA,html-button-response,10,108161,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,host_ytja_ltvp,NA,NA
3412.050000002637,recaptcha.html,external-html,0,3424,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,NA,NA
6849.600000001374,consent/consent.html,external-html,1,10759,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,NA,NA
5029.464999999618,NA,html-button-response,2,15791,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,,0
11154.070000000502,NA,html-button-response,3,28950,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,,0
7502.660000001924,NA,html-button-response,4,36956,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,hsnk_zeyd_skgh,,0
4708.789999996952,NA,html-button-response,5,42167,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,hsnk_zeyd_skgh,,0
7473.664999997709,NA,html-button-response,6,50144,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_2.png'></img><img width = '250px' src='img/num_objects/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,NA,NA
41778.9649999977,NA,html-button-response,7,92426,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_objects,box_2,box_1,NA,hsnk_zeyd_skgh,box_2,1
4563.2149999983085,NA,html-button-response,8,97493,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,simple_utt,num_objects,box_2,box_1,NA,hsnk_zeyd_skgh,box_1,1
37332.99000000261,NA,survey-text,9,135331,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,less words probably are related to less spheres inside the box,hsnk_zeyd_skgh,,0
1966.7300000000978,NA,html-button-response,10,137299,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,hsnk_zeyd_skgh,NA,NA
56133.349999996426,recaptcha.html,external-html,0,56171,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,hwav_feoc_ioan,NA,NA
15800.314999993134,consent/consent.html,external-html,1,73592,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,hwav_feoc_ioan,NA,NA
1240.6349999946542,NA,html-button-response,2,74843,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,hwav_feoc_ioan,,0
8978.76499999984,NA,html-button-response,3,86463,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,hwav_feoc_ioan,,0
9082.594999999856,NA,html-button-response,4,96053,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,hwav_feoc_ioan,,0
6166.625000005297,NA,html-button-response,5,102726,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,hwav_feoc_ioan,,0
1519.1000000049826,NA,html-button-response,6,104749,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_2.png'></img><img width = '250px' src='img/num_types/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,hwav_feoc_ioan,NA,NA
3668.614999995043,NA,html-button-response,7,108925,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_2,box_1,NA,hwav_feoc_ioan,box_2,0
7059.320000000298,NA,html-button-response,8,116493,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_types,box_2,box_1,NA,hwav_feoc_ioan,box_2,1
6421.520000003511,NA,survey-text,9,123427,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,nice,hwav_feoc_ioan,,0
1251.3550000003306,NA,html-button-response,10,124682,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,hwav_feoc_ioan,NA,NA
72902.99999993294,recaptcha.html,external-html,0,73023,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,NA,NA
11698.0000003241,consent/consent.html,external-html,1,85552,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,NA,NA
1716.9999997131526,NA,html-button-response,2,87275,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,,0
4148.999999742955,NA,html-button-response,3,93431,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,,0
10193.99999966845,NA,html-button-response,4,104129,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,ipmi_mklf_ofeg,,0
2930.9999998658895,NA,html-button-response,5,107566,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,ipmi_mklf_ofeg,,0
6361.000000033528,NA,html-button-response,6,114433,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,NA,NA
7544.000000227243,NA,html-button-response,7,122482,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_types,box_1,box_2,NA,ipmi_mklf_ofeg,box_2,1
34279.99999979511,NA,html-button-response,8,157267,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_1,box_2,NA,ipmi_mklf_ofeg,box_1,1
41497.999999672174,NA,survey-text,9,199273,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,correct boxes,ipmi_mklf_ofeg,,0
5125.9999996982515,NA,html-button-response,10,204402,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,ipmi_mklf_ofeg,NA,NA
18372.094999998808,recaptcha.html,external-html,0,18400,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,NA,NA
51302.10500000976,consent/consent.html,external-html,1,69807,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,NA,NA
4317.444999993313,NA,html-button-response,2,74129,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,,0
16163.449999992736,NA,html-button-response,3,92295,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,,0
21474.105000001146,NA,html-button-response,4,114272,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,jfqp_ttgy_jzjj,,0
75588.31500000088,NA,html-button-response,5,190366,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,jfqp_ttgy_jzjj,,0
9182.46999999974,NA,html-button-response,6,200050,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_1.png'></img><img width = '250px' src='img/num_objects/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,NA,NA
25356.67999999714,NA,html-button-response,7,225910,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_objects,box_1,box_2,NA,jfqp_ttgy_jzjj,box_1,1
4784.165000019129,NA,html-button-response,8,231199,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_objects,box_1,box_2,NA,jfqp_ttgy_jzjj,box_2,1
118876.04000000283,NA,survey-text,9,350586,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,Simple words are used. That's the difference. Because the first box has only two blue balls. He says like blue balls. An the second one has many. That's why i choose those boxes eventually.,jfqp_ttgy_jzjj,,0
2889.855000015814,NA,html-button-response,10,353478,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,jfqp_ttgy_jzjj,NA,NA
3754.460000025574,recaptcha.html,external-html,0,3771,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,jhjn_idzo_pxes,NA,NA
21331.449999997858,consent/consent.html,external-html,1,25256,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,jhjn_idzo_pxes,NA,NA
3099.7649999917485,NA,html-button-response,2,28358,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,jhjn_idzo_pxes,,0
12603.934999991907,NA,html-button-response,3,42965,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,jhjn_idzo_pxes,,0
6716.2850000022445,NA,html-button-response,4,50183,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,jhjn_idzo_pxes,,0
7236.040000017965,NA,html-button-response,5,57921,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,jhjn_idzo_pxes,,0
4588.285000005271,NA,html-button-response,6,63010,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,jhjn_idzo_pxes,NA,NA
6370.870000013383,NA,html-button-response,7,69884,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,simple_utt,num_types,box_1,box_2,NA,jhjn_idzo_pxes,box_1,1
3630.0549999868963,NA,html-button-response,8,74016,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Bado mep.""</i></p><p>Then Dax looked in the other box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,complex_utt,num_types,box_1,box_2,NA,jhjn_idzo_pxes,box_2,1
13567.774999974063,NA,survey-text,9,88086,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,more variety of items would probably mean more words,jhjn_idzo_pxes,,0
1214.0999999828637,NA,html-button-response,10,89301,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,jhjn_idzo_pxes,NA,NA
13909.999999916181,recaptcha.html,external-html,0,13993,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,NA,NA
9026.00000007078,consent/consent.html,external-html,1,23229,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,NA,NA
1962.9999999888241,NA,html-button-response,2,25201,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,,0
37148.0000000447,NA,html-button-response,3,64369,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,,0
11196.000000229105,NA,html-button-response,4,76081,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,jlhl_xwfw_cikq,,0
11379.999999888241,NA,html-button-response,5,87970,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,jlhl_xwfw_cikq,,0
10381.999999983236,NA,html-button-response,6,98859,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_types/box_1.png'></img><img width = '250px' src='img/num_types/box_2.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,NA,NA
51635.00000000931,NA,html-button-response,7,151001,0.0-3.0-4.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Toba zem zorp bidaku midu osh gipu.""</i>?</p><div style='width: 700px;'></div>",0,box_selection,complex_utt,num_types,box_1,box_2,NA,jlhl_xwfw_cikq,box_1,0
7287.000000011176,NA,html-button-response,8,158796,0.0-3.0-5.0,"<p>Remember, Dax looked in one box and said <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><p>Then Dax looked in the other box and said <i>""Bado mep.""</i></p><p>Which box do you think Dax was looking in when he said<br><i>""Bado mep.""</i>?</p><div style='width: 700px;'></div>",1,box_selection,simple_utt,num_types,box_1,box_2,NA,jlhl_xwfw_cikq,box_2,0
43179.99999993481,NA,survey-text,9,202500,0.0-4.0,NA,NA,comment,NA,NA,NA,NA,because that robot is see that box,jlhl_xwfw_cikq,,0
7986.99999996461,NA,html-button-response,10,210493,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,NA,jlhl_xwfw_cikq,NA,NA
25318.67500000226,recaptcha.html,external-html,0,25416,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,NA,jnpx_iath_lvxf,NA,NA
12764.080000000831,consent/consent.html,external-html,1,38242,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,NA,jnpx_iath_lvxf,NA,NA
3826.3549999974202,NA,html-button-response,2,42077,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,NA,jnpx_iath_lvxf,,0
2943.1899999981397,NA,html-button-response,3,47027,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,NA,jnpx_iath_lvxf,,0
2693.9600000041537,NA,html-button-response,4,50234,0.0-3.0-1.0,"<p>Dax has two boxes. <br> He opens one box and looks inside. <br><br>Then, Dax says, <i>""Bado mep.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,simple_utt,NA,NA,NA,NA,jnpx_iath_lvxf,,0
4165.37000000244,NA,html-button-response,5,54906,0.0-3.0-2.0,"<p>Then, Dax opens the other box and looks inside. <br><br>He says, <i>""Toba zem zorp bidaku midu osh gipu.""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img><img src='img/grey_box.png'></img></div></div><br>",0,setup,complex_utt,NA,NA,NA,NA,jnpx_iath_lvxf,,0
2669.7300000014366,NA,html-button-response,6,58084,0.0-3.0-3.0,<p>Here are Dax's boxes.<br></p><div style='width: 700px;'><div style='float: center;'><img width = '250px' src='img/num_objects/box_2.png'></img><img width = '250px' src='img/num_objects/box_1.png'></img></div></div>,0,NA,NA,NA,NA,NA,NA,jnpx_iath_lvxf,NA,NA
